,publishedAt,authorDisplayName,textDisplay,text_clean,normalized_text,text_token,text_stemindo,polarity_score,polarity
3481,2023-10-03T23:37:17Z,@fakta-baru,"Kalo saya tetap mendukung keadaan yang sekarang di mana jual beli online lebih laku dari pada offline soalnya yg offline terlalu banyak mengambil ke untungan, mereka para pengusaha jual offline pingin cepet kaya meski mencekik saudara sendiri.<br>Jika jual beli online mau di tutup maka akan ada berapa juta pengangguran yang bisa terjadi pada kurir.<br>Sudah lah pak kita harus realistis, lebih menguntungkan mana terhadap rakyat kecil antara jual beli online dan offline?, justru keadaan ini lebih memihak pada rakyat tidak mampu karena harganya lebih terjangkau.<br>Biarkan saja pak para pengusaha jual offline itu jangan terlalu di urus, kita lihat aja ke bawah mereka (yg tergolong rakyat tidak mampu) yg awalnya tidak bisa beli sekarang karena ada jual beli online harganya murah dan terjangkau mereka bisa beli dan ada senyum bahagia di wajahnya.",kalo saya tetap mendukung keadaan yang sekarang di mana jual beli online lebih laku dari pada offline soalnya yg offline terlalu banyak mengambil ke untungan mereka para pengusaha jual offline pingin cepet kaya meski mencekik saudara sendiribrjika jual beli online mau di tutup maka akan ada berapa juta pengangguran yang bisa terjadi pada kurirbrsudah lah pak kita harus realistis lebih menguntungkan mana terhadap rakyat kecil antara jual beli online dan offline justru keadaan ini lebih memihak pada rakyat tidak mampu karena harganya lebih terjangkaubrbiarkan saja pak para pengusaha jual offline itu jangan terlalu di urus kita lihat aja ke bawah mereka yg tergolong rakyat tidak mampu yg awalnya tidak bisa beli sekarang karena ada jual beli online harganya murah dan terjangkau mereka bisa beli dan ada senyum bahagia di wajahnya,kalo saya tetap mendukung keadaan yang sekarang di mana jual beli online lebih laku dari pada offline soalnya yang offline terlalu banyak mengambil ke untungan mereka para pengusaha jual offline pengin cepat kayak meski mencekik saudara sendiribrjika jual beli online mau di tutup maka akan ada berapa juta pengangguran yang bisa terjadi pada kurirbrsudah lah pak kita harus realistis lebih menguntungkan mana terhadap rakyat kecil antara jual beli online dan offline justru keadaan ini lebih memihak pada rakyat tidak mampu karena harganya lebih terjangkaubrbiarkan saja pak para pengusaha jual offline itu jangan terlalu di urus kita lihat saja ke bawah mereka yang tergolong rakyat tidak mampu yang awalnya tidak bisa beli sekarang karena ada jual beli online harganya murah dan terjangkau mereka bisa beli dan ada senyum bahagia di wajahnya,"['kalo', 'saya', 'tetap', 'mendukung', 'keadaan', 'yang', 'sekarang', 'di', 'mana', 'jual', 'beli', 'online', 'lebih', 'laku', 'dari', 'pada', 'offline', 'soalnya', 'yang', 'offline', 'terlalu', 'banyak', 'mengambil', 'ke', 'untungan', 'mereka', 'para', 'pengusaha', 'jual', 'offline', 'pengin', 'cepat', 'kayak', 'meski', 'mencekik', 'saudara', 'sendiribrjika', 'jual', 'beli', 'online', 'mau', 'di', 'tutup', 'maka', 'akan', 'ada', 'berapa', 'juta', 'pengangguran', 'yang', 'bisa', 'terjadi', 'pada', 'kurirbrsudah', 'lah', 'pak', 'kita', 'harus', 'realistis', 'lebih', 'menguntungkan', 'mana', 'terhadap', 'rakyat', 'kecil', 'antara', 'jual', 'beli', 'online', 'dan', 'offline', 'justru', 'keadaan', 'ini', 'lebih', 'memihak', 'pada', 'rakyat', 'tidak', 'mampu', 'karena', 'harganya', 'lebih', 'terjangkaubrbiarkan', 'saja', 'pak', 'para', 'pengusaha', 'jual', 'offline', 'itu', 'jangan', 'terlalu', 'di', 'urus', 'kita', 'lihat', 'saja', 'ke', 'bawah', 'mereka', 'yang', 'tergolong', 'rakyat', 'tidak', 'mampu', 'yang', 'awalnya', 'tidak', 'bisa', 'beli', 'sekarang', 'karena', 'ada', 'jual', 'beli', 'online', 'harganya', 'murah', 'dan', 'terjangkau', 'mereka', 'bisa', 'beli', 'dan', 'ada', 'senyum', 'bahagia', 'di', 'wajahnya']",kalo saya tetap dukung ada yang sekarang di mana jual beli online lebih laku dari pada offline soal yang offline terlalu banyak ambil ke untung mereka para usaha jual offline pengin cepat kayak meski cekik saudara sendiribrjika jual beli online mau di tutup maka akan ada berapa juta anggur yang bisa jadi pada kurirbrsudah lah pak kita harus realistis lebih untung mana hadap rakyat kecil antara jual beli online dan offline justru ada ini lebih pihak pada rakyat tidak mampu karena harga lebih terjangkaubrbiarkan saja pak para usaha jual offline itu jangan terlalu di urus kita lihat saja ke bawah mereka yang golong rakyat tidak mampu yang awal tidak bisa beli sekarang karena ada jual beli online harga murah dan jangkau mereka bisa beli dan ada senyum bahagia di wajah,-3,negatif
3482,2023-10-03T23:42:32Z,@simawar4602,"Disini offline masih rame bung, pasar rame, toko2 grosir sama toserba juga rame, ada nya tik tok shop ngga ngaruh😂",disini offline masih rame bung pasar rame toko grosir sama toserba juga rame ada nya tik tok shop ngga ngaruh,disini offline masih rame bung pasar rame toko grosir sama toserba juga rame ada nya tik tok shop enggak ngaruh,"['disini', 'offline', 'masih', 'rame', 'bung', 'pasar', 'rame', 'toko', 'grosir', 'sama', 'toserba', 'juga', 'rame', 'ada', 'nya', 'tik', 'tok', 'shop', 'enggak', 'ngaruh']",sini offline masih rame bung pasar rame toko grosir sama toserba juga rame ada nya tik tok shop enggak ngaruh,13,positif
3483,2023-10-03T23:44:48Z,@lilizatang3900,Tapi kekadang beli online..tak sesuai dgn barang yg di beli,tapi kekadang beli onlinetak sesuai dgn barang yg di beli,tapi kekadang beli onlinetak sesuai dengan barang yang di beli,"['tapi', 'kekadang', 'beli', 'onlinetak', 'sesuai', 'dengan', 'barang', 'yang', 'di', 'beli']",tapi kadang beli onlinetak sesuai dengan barang yang di beli,5,positif
3486,2023-10-03T23:58:15Z,@defloranormayunitanubatoni4198,Iya saya pun setuju kak.,iya saya pun setuju kak,iya saya pun setuju kak,"['iya', 'saya', 'pun', 'setuju', 'kak']",iya saya pun tuju kak,-3,negatif
3487,2023-10-09T22:44:29Z,@IKHWAN.F.H,"kalau belum bisa ngatur hal baru,kembalikan sistim dagang seperti dulu,jangan ada perdagangan onlin,sudah jelas onlin secara pakta riil,mengganggu dan membunuh pasar,bagai mana jika pasar seluruh Indonesia bangkrut,habis lah pajak dari parkir dan pasar...tambah ancur ekonomi rakyat kecil...",kalau belum bisa ngatur hal barukembalikan sistim dagang seperti dulujangan ada perdagangan onlinsudah jelas onlin secara pakta riilmengganggu dan membunuh pasarbagai mana jika pasar seluruh indonesia bangkruthabis lah pajak dari parkir dan pasartambah ancur ekonomi rakyat kecil,kalau belum bisa mengatur hal barukembalikan sistim dagang seperti dulujangan ada perdagangan onlinsudah jelas onlin secara pakta riilmengganggu dan membunuh pasarbagai mana jika pasar seluruh indonesia bangkruthabis lah pajak dari parkir dan pasartambah hancur ekonomi rakyat kecil,"['kalau', 'belum', 'bisa', 'mengatur', 'hal', 'barukembalikan', 'sistim', 'dagang', 'seperti', 'dulujangan', 'ada', 'perdagangan', 'onlinsudah', 'jelas', 'onlin', 'secara', 'pakta', 'riilmengganggu', 'dan', 'membunuh', 'pasarbagai', 'mana', 'jika', 'pasar', 'seluruh', 'indonesia', 'bangkruthabis', 'lah', 'pajak', 'dari', 'parkir', 'dan', 'pasartambah', 'hancur', 'ekonomi', 'rakyat', 'kecil']",kalau belum bisa atur hal barukembalikan sistim dagang seperti dulujangan ada dagang onlinsudah jelas onlin cara pakta riilmengganggu dan bunuh pasarbagai mana jika pasar seluruh indonesia bangkruthabis lah pajak dari parkir dan pasartambah hancur ekonomi rakyat kecil,-6,negatif
3488,2023-10-08T00:32:32Z,@Deddy.S.,"Sejauh mata memandang sih, cukup adil",sejauh mata memandang sih cukup adil,sejauh mata memandang sih cukup adil,"['sejauh', 'mata', 'memandang', 'sih', 'cukup', 'adil']",jauh mata pandang sih cukup adil,-6,negatif
3489,2023-10-07T00:21:41Z,@user-hz4sj6vr3l,Ada yg diuntungkan &amp; ada juga yg dirugikan,ada yg diuntungkan amp ada juga yg dirugikan,ada yang diuntungkan amp ada juga yang dirugikan,"['ada', 'yang', 'diuntungkan', 'amp', 'ada', 'juga', 'yang', 'dirugikan']",ada yang untung amp ada juga yang rugi,-4,negatif
3490,2023-10-06T07:41:46Z,@hambailmu6720,Yang diuntungkan pasti menolak ditutup.. <br>Yang dirugikan pasti setuju ditutup<br><br><br>Semoga umkm maju.,yang diuntungkan pasti menolak ditutup bryang dirugikan pasti setuju ditutupbrbrbrsemoga umkm maju,yang diuntungkan pasti menolak ditutup bryang dirugikan pasti setuju ditutupbrbrbrsemoga umkm maju,"['yang', 'diuntungkan', 'pasti', 'menolak', 'ditutup', 'bryang', 'dirugikan', 'pasti', 'setuju', 'ditutupbrbrbrsemoga', 'umkm', 'maju']",yang untung pasti tolak tutup bryang rugi pasti tuju ditutupbrbrbrsemoga umkm maju,-4,negatif
3491,2023-10-05T06:23:21Z,@globekopi9169,"Memaksakan masyarakat untuk membeli mahal, dasar otak pemerintah penindas rakyat",memaksakan masyarakat untuk membeli mahal dasar otak pemerintah penindas rakyat,memaksakan masyarakat untuk membeli mahal dasar otak pemerintah penindas rakyat,"['memaksakan', 'masyarakat', 'untuk', 'membeli', 'mahal', 'dasar', 'otak', 'pemerintah', 'penindas', 'rakyat']",paksa masyarakat untuk beli mahal dasar otak perintah tindas rakyat,-3,negatif
3492,2023-10-04T14:08:16Z,@ErniJohan-iz4iw,Alhamdulillah . Tik tok d tutup . Lagian yg ky makin kaya,alhamdulillah  tik tok d tutup  lagian yg ky makin kaya,alhamdulillah  tik tok di tutup  lagian yang kaya makin kayak,"['alhamdulillah', 'tik', 'tok', 'di', 'tutup', 'lagian', 'yang', 'kaya', 'makin', 'kayak']",alhamdulillah tik tok di tutup lagi yang kaya makin kayak,-4,negatif
3493,2023-10-04T11:25:00Z,@JimmyParlin,Saya belanja online krn harga lebih murah dari pada harga di toko dekat rmh saya,saya belanja online krn harga lebih murah dari pada harga di toko dekat rmh saya,saya belanja online karena harga lebih murah dari pada harga di toko dekat rumah saya,"['saya', 'belanja', 'online', 'karena', 'harga', 'lebih', 'murah', 'dari', 'pada', 'harga', 'di', 'toko', 'dekat', 'rumah', 'saya']",saya belanja online karena harga lebih murah dari pada harga di toko dekat rumah saya,1,positif
3494,2023-10-04T06:35:42Z,@healthylife4973,"Masalah yg sesungguhnya adalah rakyat tdk mencintai produk dalam negri.<br>Ini yg harus di perbaiki , rakyat sdh menghianati produk negaranya sendiri.",masalah yg sesungguhnya adalah rakyat tdk mencintai produk dalam negribrini yg harus di perbaiki  rakyat sdh menghianati produk negaranya sendiri,masalah yang sesungguhnya adalah rakyat tidak mencintai produk dalam negribrini yang harus di perbaiki  rakyat sudah menghianati produk negaranya sendiri,"['masalah', 'yang', 'sesungguhnya', 'adalah', 'rakyat', 'tidak', 'mencintai', 'produk', 'dalam', 'negribrini', 'yang', 'harus', 'di', 'perbaiki', 'rakyat', 'sudah', 'menghianati', 'produk', 'negaranya', 'sendiri']",masalah yang sungguh adalah rakyat tidak cinta produk dalam negribrini yang harus di baik rakyat sudah menghianati produk negara sendiri,-5,negatif
3495,2023-10-04T13:15:39Z,@suhendra8670,Yang murah ya itu yg dibeli,yang murah ya itu yg dibeli,yang murah ya itu yang dibeli,"['yang', 'murah', 'ya', 'itu', 'yang', 'dibeli']",yang murah ya itu yang beli,-3,negatif
3496,2023-10-04T05:28:39Z,@khadaxa,"APAPUN PERATURAN BILA INI TUJUANYA BAIK YA SETUJU,NAMUN YAKIN INI PERATURAN BISA  MERUBAH SITWASI OFLINE  😄😄 INGAT INI ZAMAN DIGITAL   MESTINYA KALAU MAU TURUN BERBISNIS HARUS SIAP BERSAING JANGAN CENGENG  TANGISAN OFLINE HANYA  BIKIN APARAT TERKAIT  TAMBAH GEMUK  😄😄",apapun peraturan bila ini tujuanya baik ya setujunamun yakin ini peraturan bisa  merubah sitwasi ofline   ingat ini zaman digital   mestinya kalau mau turun berbisnis harus siap bersaing jangan cengeng  tangisan ofline hanya  bikin aparat terkait  tambah gemuk  ,apapun peraturan bila ini tujuanya baik ya setujunamun yakin ini peraturan bisa  merubah sitwasi ofline   ingat ini zaman digital   mestinya kalau mau turun berbisnis harus siap bersaing jangan cengeng  tangisan ofline hanya  bikin aparat terkait  tambah gemuk  ,"['apapun', 'peraturan', 'bila', 'ini', 'tujuanya', 'baik', 'ya', 'setujunamun', 'yakin', 'ini', 'peraturan', 'bisa', 'merubah', 'sitwasi', 'ofline', 'ingat', 'ini', 'zaman', 'digital', 'mestinya', 'kalau', 'mau', 'turun', 'berbisnis', 'harus', 'siap', 'bersaing', 'jangan', 'cengeng', 'tangisan', 'ofline', 'hanya', 'bikin', 'aparat', 'terkait', 'tambah', 'gemuk']",apa atur bila ini tujuanya baik ya setujunamun yakin ini atur bisa rubah sitwasi ofline ingat ini zaman digital mesti kalau mau turun bisnis harus siap saing jangan cengeng tangis ofline hanya bikin aparat kait tambah gemuk,1,positif
3497,2023-10-03T11:35:18Z,@indrapokmen2918,kenapa ko judi online sampe sekarang ga di tutup&quot;kenapa?😂😂,kenapa ko judi online sampe sekarang ga di tutupquotkenapa,kenapa kok judi online sampai sekarang enggak di tutupquotkenapa,"['kenapa', 'kok', 'judi', 'online', 'sampai', 'sekarang', 'enggak', 'di', 'tutupquotkenapa']",kenapa kok judi online sampai sekarang enggak di tutupquotkenapa,2,positif
3498,2023-10-03T09:18:02Z,@jekywang9155,"Di China, Pemulung pengemis pakai Scab Quris kalau minta&quot; in UMKM kalah Disektor Digital karna efek gaptek gx mau belajar, kita yg julan online ud 5-6 Tahun sekedar cari makan bukan kayak!!!, di rugikan",di china pemulung pengemis pakai scab quris kalau mintaquot in umkm kalah disektor digital karna efek gaptek gx mau belajar kita yg julan online ud  tahun sekedar cari makan bukan kayak di rugikan,di china pemulung pengemis pakai scab quris kalau mintaquot ini umkm kalah disektor digital karena efek gaptek enggak mau belajar kita yang julan online sudah  tahun sekedar cari makan bukan kayak di rugikan,"['di', 'china', 'pemulung', 'pengemis', 'pakai', 'scab', 'quris', 'kalau', 'mintaquot', 'ini', 'umkm', 'kalah', 'disektor', 'digital', 'karena', 'efek', 'gaptek', 'enggak', 'mau', 'belajar', 'kita', 'yang', 'julan', 'online', 'sudah', 'tahun', 'sekedar', 'cari', 'makan', 'bukan', 'kayak', 'di', 'rugikan']",di china pulung emis pakai scab quris kalau mintaquot ini umkm kalah sektor digital karena efek gaptek enggak mau ajar kita yang julan online sudah tahun dar cari makan bukan kayak di rugi,-14,negatif
3499,2023-10-03T01:31:38Z,@Juari-dp1dz,Ambil yang lebih bermanfaat rakyat peningkat ekonomi merata  tinggalkan  yang ber efek  keburukan yang menjadikan efek  modorat  dominasi ekonomi pemerataan  global,ambil yang lebih bermanfaat rakyat peningkat ekonomi merata  tinggalkan  yang ber efek  keburukan yang menjadikan efek  modorat  dominasi ekonomi pemerataan  global,ambil yang lebih bermanfaat rakyat peningkat ekonomi merata  tinggalkan  yang ber efek  keburukan yang menjadikan efek  modorat  dominasi ekonomi pemerataan  global,"['ambil', 'yang', 'lebih', 'bermanfaat', 'rakyat', 'peningkat', 'ekonomi', 'merata', 'tinggalkan', 'yang', 'ber', 'efek', 'keburukan', 'yang', 'menjadikan', 'efek', 'modorat', 'dominasi', 'ekonomi', 'pemerataan', 'global']",ambil yang lebih manfaat rakyat tingkat ekonomi rata tinggal yang ber efek keburu yang jadi efek modorat dominasi ekonomi perata global,-2,negatif
3500,2023-10-02T11:34:38Z,@bintangfajar-md4js,"Utk Pemerintah Pedagang2 Offline Hrsnya dah paham knp sepi mungkin dri segi Harga Jual Terlalu tinggi Sebelum Pandemi Siklus perdagangan udah sepi trus ke covid Tambah Sepi Online Shop sudah ada sejak dlu,Knp gak Demo sejak dlu knp pas ada Tiktok Lagi rame jdi Kambing hitam gak adil.klu memang g bisa mengikuti Digitalisasi pemerintah Perekonomian hadir utk Mengedukasi digitalisasi.bukn main tutup platform tau gak Tiktok itu Bisa merangkul umkm kecil,mahasiswa,pelajar bisa belajar wira usaha tanpa modal hrsny ini disupport pemerintah bukn mengikuti Yng blm tentu benar.klu memang minta ditutup semua Platform ditutup juga,internet tutup,Hp juga dilarang peredarannya tpi pemerintah hrs siap Tanggung Jawab Dampak ini semua",utk pemerintah pedagang offline hrsnya dah paham knp sepi mungkin dri segi harga jual terlalu tinggi sebelum pandemi siklus perdagangan udah sepi trus ke covid tambah sepi online shop sudah ada sejak dluknp gak demo sejak dlu knp pas ada tiktok lagi rame jdi kambing hitam gak adilklu memang g bisa mengikuti digitalisasi pemerintah perekonomian hadir utk mengedukasi digitalisasibukn main tutup platform tau gak tiktok itu bisa merangkul umkm kecilmahasiswapelajar bisa belajar wira usaha tanpa modal hrsny ini disupport pemerintah bukn mengikuti yng blm tentu benarklu memang minta ditutup semua platform ditutup jugainternet tutuphp juga dilarang peredarannya tpi pemerintah hrs siap tanggung jawab dampak ini semua,untuk pemerintah pedagang offline harusnya deh paham kenapa sepi mungkin dari segi harga jual terlalu tinggi sebelum pandemi siklus perdagangan sudah sepi terus ke covid tambah sepi online shop sudah ada sejak dluknp enggak demo sejak dulu kenapa pas ada tiktok lagi rame jadi kambing hitam enggak adilklu memang enggak bisa mengikuti digitalisasi pemerintah perekonomian hadir untuk mengedukasi digitalisasibukn main tutup platform tau enggak tiktok itu bisa merangkul umkm kecilmahasiswapelajar bisa belajar wira usaha tanpa modal harusny ini disupport pemerintah bukan mengikuti yang belum tentu benarklu memang meminta ditutup semua platform ditutup jugainternet tutuphp juga dilarang peredarannya tapi pemerintah harus siap tanggung jawab dampak ini semua,"['untuk', 'pemerintah', 'pedagang', 'offline', 'harusnya', 'deh', 'paham', 'kenapa', 'sepi', 'mungkin', 'dari', 'segi', 'harga', 'jual', 'terlalu', 'tinggi', 'sebelum', 'pandemi', 'siklus', 'perdagangan', 'sudah', 'sepi', 'terus', 'ke', 'covid', 'tambah', 'sepi', 'online', 'shop', 'sudah', 'ada', 'sejak', 'dluknp', 'enggak', 'demo', 'sejak', 'dulu', 'kenapa', 'pas', 'ada', 'tiktok', 'lagi', 'rame', 'jadi', 'kambing', 'hitam', 'enggak', 'adilklu', 'memang', 'enggak', 'bisa', 'mengikuti', 'digitalisasi', 'pemerintah', 'perekonomian', 'hadir', 'untuk', 'mengedukasi', 'digitalisasibukn', 'main', 'tutup', 'platform', 'tau', 'enggak', 'tiktok', 'itu', 'bisa', 'merangkul', 'umkm', 'kecilmahasiswapelajar', 'bisa', 'belajar', 'wira', 'usaha', 'tanpa', 'modal', 'harusny', 'ini', 'disupport', 'pemerintah', 'bukan', 'mengikuti', 'yang', 'belum', 'tentu', 'benarklu', 'memang', 'meminta', 'ditutup', 'semua', 'platform', 'ditutup', 'jugainternet', 'tutuphp', 'juga', 'dilarang', 'peredarannya', 'tapi', 'pemerintah', 'harus', 'siap', 'tanggung', 'jawab', 'dampak', 'ini', 'semua']",untuk perintah dagang offline harus deh paham kenapa sepi mungkin dari segi harga jual terlalu tinggi belum pandemi siklus dagang sudah sepi terus ke covid tambah sepi online shop sudah ada sejak dluknp enggak demo sejak dulu kenapa pas ada tiktok lagi rame jadi kambing hitam enggak adilklu memang enggak bisa ikut digitalisasi perintah ekonomi hadir untuk edukasi digitalisasibukn main tutup platform tau enggak tiktok itu bisa rangkul umkm kecilmahasiswapelajar bisa ajar wira usaha tanpa modal harusny ini disupport perintah bukan ikut yang belum tentu benarklu memang minta tutup semua platform tutup jugainternet tutuphp juga larang edar tapi perintah harus siap tanggung jawab dampak ini semua,-40,negatif
3501,2023-10-02T09:30:03Z,@ujungpanas9198,"harusnya ada platform ,khusus  grosir ,dan eceran ,di pisah ,atau ijin nya berbeda ,dan pajak nya berbeda",harusnya ada platform khusus  grosir dan eceran di pisah atau ijin nya berbeda dan pajak nya berbeda,harusnya ada platform khusus  grosir dan eceran di pisah atau ijin nya berbeda dan pajak nya berbeda,"['harusnya', 'ada', 'platform', 'khusus', 'grosir', 'dan', 'eceran', 'di', 'pisah', 'atau', 'ijin', 'nya', 'berbeda', 'dan', 'pajak', 'nya', 'berbeda']",harus ada platform khusus grosir dan ecer di pisah atau ijin nya beda dan pajak nya beda,-13,negatif
3502,2023-10-02T03:10:27Z,@palistinamerdeka,"Sulit maju kalau tidak  bisa mengikuti perkembangan zaman dan perkembangan teknologi... Manusia sekarang pengen yang instan sudah sudah malas ribet, apalagi tawar-menawar sering timbul mengibuli ,",sulit maju kalau tidak  bisa mengikuti perkembangan zaman dan perkembangan teknologi manusia sekarang pengen yang instan sudah sudah malas ribet apalagi tawarmenawar sering timbul mengibuli ,sulit maju kalau tidak  bisa mengikuti perkembangan zaman dan perkembangan teknologi manusia sekarang pengin yang instan sudah sudah malas ribet apalagi tawarmenawar sering timbul mengibuli ,"['sulit', 'maju', 'kalau', 'tidak', 'bisa', 'mengikuti', 'perkembangan', 'zaman', 'dan', 'perkembangan', 'teknologi', 'manusia', 'sekarang', 'pengin', 'yang', 'instan', 'sudah', 'sudah', 'malas', 'ribet', 'apalagi', 'tawarmenawar', 'sering', 'timbul', 'mengibuli']",sulit maju kalau tidak bisa ikut kembang zaman dan kembang teknologi manusia sekarang pengin yang instan sudah sudah malas ribet apalagi tawarmenawar sering timbul ibul,-7,negatif
3503,2023-10-02T00:51:51Z,@breakhart,"kalo Indonesia lebih kearah supaya urus ijin dan perpajakan dulu aja, karena yg dikenakan skrg masih pajak iklan belum pajak masing² toko nya, makanya hanya boleh promosi.<br><br>masalah data gw cm ketawa karena bocor nya malah data sering terutama data pemilik kartu kredit tapi ga pernah rame. soal monopoli juga tiktok ga punya pengiriman sendiri dan pembayaran juga pakai payment yg ada bukan buat sendiri, justru marketplace yg jelas² punya pengiriman sendiri dan pembayaran sendiri santai aka kan 😁",kalo indonesia lebih kearah supaya urus ijin dan perpajakan dulu aja karena yg dikenakan skrg masih pajak iklan belum pajak masing toko nya makanya hanya boleh promosibrbrmasalah data gw cm ketawa karena bocor nya malah data sering terutama data pemilik kartu kredit tapi ga pernah rame soal monopoli juga tiktok ga punya pengiriman sendiri dan pembayaran juga pakai payment yg ada bukan buat sendiri justru marketplace yg jelas punya pengiriman sendiri dan pembayaran sendiri santai aka kan ,kalo indonesia lebih kearah supaya urus ijin dan perpajakan dulu saja karena yang dikenakan sekarang masih pajak iklan belum pajak masing toko nya makanya hanya boleh promosibrbrmasalah data gue cuma ketawa karena bocor nya malah data sering terutama data pemilik kartu kredit tapi enggak pernah rame soal monopoli juga tiktok enggak punya pengiriman sendiri dan pembayaran juga pakai payment yang ada bukan buat sendiri justru marketplace yang jelas punya pengiriman sendiri dan pembayaran sendiri santai aka kan ,"['kalo', 'indonesia', 'lebih', 'kearah', 'supaya', 'urus', 'ijin', 'dan', 'perpajakan', 'dulu', 'saja', 'karena', 'yang', 'dikenakan', 'sekarang', 'masih', 'pajak', 'iklan', 'belum', 'pajak', 'masing', 'toko', 'nya', 'makanya', 'hanya', 'boleh', 'promosibrbrmasalah', 'data', 'gue', 'cuma', 'ketawa', 'karena', 'bocor', 'nya', 'malah', 'data', 'sering', 'terutama', 'data', 'pemilik', 'kartu', 'kredit', 'tapi', 'enggak', 'pernah', 'rame', 'soal', 'monopoli', 'juga', 'tiktok', 'enggak', 'punya', 'pengiriman', 'sendiri', 'dan', 'pembayaran', 'juga', 'pakai', 'payment', 'yang', 'ada', 'bukan', 'buat', 'sendiri', 'justru', 'marketplace', 'yang', 'jelas', 'punya', 'pengiriman', 'sendiri', 'dan', 'pembayaran', 'sendiri', 'santai', 'aka', 'kan']",kalo indonesia lebih arah supaya urus ijin dan paja dulu saja karena yang kena sekarang masih pajak iklan belum pajak masing toko nya makanya hanya boleh promosibrbrmasalah data gue cuma ketawa karena bocor nya malah data sering utama data milik kartu kredit tapi enggak pernah rame soal monopoli juga tiktok enggak punya kirim sendiri dan bayar juga pakai payment yang ada bukan buat sendiri justru marketplace yang jelas punya kirim sendiri dan bayar sendiri santai aka kan,-34,negatif
